brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
长安欧尚,长安欧尚X5 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a4616746e0c748508ba07e1c3909e58f~tplv-resize:640:0.png,7059,"[7.39, 9.89]",长安汽车,104,紧凑型SUV,汽油,2023.04,3年或10万公里
捷达,捷达VS5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c375f1508b1e4ec6902a072796b540a2~tplv-resize:640:0.png,7058,"[6.96, 10.69]",一汽-大众捷达,105,紧凑型SUV,汽油,2024.04,3年或10万公里
小鹏汽车,小鹏P7+,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f678c45d186643d19d815c39205ebbd0~tplv-resize:640:0.png,6950,"[18.68, 21.88]",小鹏汽车,106,中大型车,纯电动,2024.11,5年或12万公里
奇瑞,瑞虎7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5beca7ea365e47fdbdff04cc33666376~tplv-resize:640:0.png,6889,"[6.99, 13.09]",奇瑞汽车,107,紧凑型SUV,汽油,2024.11,3年或10万公里
北京,北京BJ30,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/448e361c30114bf38bc4f1c09495a63f~tplv-resize:640:0.png,6756,"[9.99, 13.69]",北京汽车,108,紧凑型SUV,汽油,2024.05,5年或15万公里
日产,天籁,https://p9-dcd.byteimg.com/img/motor-mis-img/8e074b2ea146302687d68d1e51adfb3c~tplv-resize:640:0.png,6735,"[12.78, 19.48]",东风日产,109,中型车,汽油,2024.09,3年或10万公里
极氪,ZEEKR 001,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c6e1943c2094ec2a14fd460d2c0ba4d~tplv-resize:640:0.png,6603,"[25.9, 32.9]",极氪,110,中大型车,纯电动,2024.08,4年或10万公里
广汽传祺,传祺E8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/824a133a475f41cc98f6be8eeac81de6~tplv-resize:640:0.png,6400,"[20.98, 23.88]",广汽传祺,111,中型MPV,插电式混合动力,2023.11,3年或10万公里
埃安,AION V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/614a4621253c4dc798362d4a8600376e~tplv-resize:640:0.png,6397,"[12.48, 18.48]",广汽埃安新能源,112,紧凑型SUV,纯电动,2024.07,4年或15万公里
理想汽车,理想L8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/029568b8f39a4f6ea35d2c41d293378f~tplv-resize:640:0.png,6383,"[32.18, 37.98]",理想汽车,113,中大型SUV,增程式,2024.03,5年或10万公里
魏牌,蓝山,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b2fc30a2a36d424ebde60c4da44d95b6~tplv-resize:640:0.png,6368,"[27.38, 32.68]",长城汽车,114,中大型SUV,插电式混合动力,2024.08,5年或15万公里
别克,威朗,https://p9-dcd.byteimg.com/img/motor-mis-img/f935e27660580af362e268ff6a476c00~tplv-resize:640:0.png,6281,"[6.89, 9.89]",上汽通用别克,115,紧凑型车,汽油,2021.08,3年或10万公里
五菱汽车,五菱缤果PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7c6a09b8851140b9965e1acdb4c7b069~tplv-resize:640:0.png,6272,"[7.58, 9.88]",上汽通用五菱,116,小型SUV,纯电动,2024.03,4年或15万公里
领克,领克07 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ee79e9a18437407386343b5ec5dbd6f3~tplv-resize:640:0.png,6148,"[15.68, 19.28]",领克,117,中型车,插电式混合动力,2024.05,5年或10万公里
宝马,宝马X1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c9c9c02010874036a2f03c203ca1238a~tplv-resize:640:0.png,6113,"[16.89, 28.99]",华晨宝马,118,紧凑型SUV,汽油,2024.08,3年或10万公里
理想汽车,理想L9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a8016962b7244275ad6e0aea44f949bb~tplv-resize:640:0.png,6112,"[40.98, 43.98]",理想汽车,119,大型SUV,增程式,2024.03,5年或10万公里
方程豹,豹5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5c4dd30eca44470a917d366c05db05b5~tplv-resize:640:0.png,6058,"[23.98, 30.28]",方程豹,120,中型SUV,插电式混合动力,2024.04,6年或15万公里
奇瑞新能源,QQ冰淇淋,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/704ce989c2aa482db3fc574268f72be0~tplv-resize:640:0.png,5986,"[2.89, 4.69]",奇瑞新能源,121,微型车,纯电动,2024.04,3年或10万公里
蔚来,蔚来ES6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5b85fcb1fcf14e148fa399f7c56b228b~tplv-resize:640:0.png,5942,"[33.8, 39.6]",蔚来,122,中型SUV,纯电动,2024.02,3年或12万公里
比亚迪,海狮07 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b69406d5ac524645bf19f945f9887226~tplv-resize:640:0.png,5886,"[18.98, 23.98]",比亚迪,123,中型SUV,纯电动,2024.05,6年或15万公里
领克,领克03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f89333a7e71944f4b83eb00d0fdcb43b~tplv-resize:640:0.png,5886,"[11.68, 42.03]",领克,124,紧凑型车,汽油,2024.08,4年或10万公里
红旗,红旗E-QM5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/33ab59588d79490091c04fb70a652aa2~tplv-resize:640:0.png,5878,"[16.58, 23.98]",一汽红旗,125,中型车,纯电动,2024.04,3年或30万公里
别克,别克GL8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e0fb3155b62405c92e9c5c9fe7d96da~tplv-resize:640:0.png,5874,"[19.79, 44.89]",上汽通用别克,126,中大型MPV,48V轻混系统,2024.10,3年或10万公里
东风纳米,纳米01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cb4aeac8a7e248079b6b66fbcb88eb67~tplv-resize:640:0.png,5809,"[7.48, 10.68]",东风汽车,127,小型车,纯电动,2024.08,3年不限里程
腾势,腾势D9 DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0fa1a154670f4bb9b330d0b931fa4024~tplv-resize:640:0.png,5795,"[32.18, 60.06]",腾势汽车,128,中大型MPV,插电式混合动力,2024.12,6年或15万公里
福特,蒙迪欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/166345333678466f86a3c52c64198c69~tplv-resize:640:0.png,5765,"[12.98, 20.98]",长安福特,129,中型车,汽油,2024.09,3年或10万公里
名爵,MG5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a96e16e42b5745c8bbaa214569929459~tplv-resize:640:0.png,5725,"[5.39, 7.59]",上汽集团,130,紧凑型车,汽油,2024.09,3年或10万公里
长安,长安UNI-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/16e21ac894654caebd0997e976d3bebf~tplv-resize:640:0.png,5704,"[9.39, 11.99]",长安汽车,131,紧凑型车,汽油,2024.03,3年或10万公里
长安,长安CS55 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a29e53d4560348e78e88739ccad6d0cb~tplv-resize:640:0.png,5697,"[8.49, 11.39]",长安汽车,132,紧凑型SUV,汽油,2023.09,3年或10万公里
捷途,捷途山海T2,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/aa7a7ac338c74ce58dc6939b43be91fa~tplv-resize:640:0.png,5658,"[17.99, 22.49]",奇瑞汽车,133,紧凑型SUV,插电式混合动力,2024.04,4年或10万公里
比亚迪,海狮05 DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5d6113930d0d47179af45db6a218b289~tplv-resize:640:0.png,5636,"[10.28, 13.28]",比亚迪,134,紧凑型SUV,插电式混合动力,2024.09,6年或15万公里
智己汽车,智己LS6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/084f848f230e416c9b0323ea4adae057~tplv-resize:640:0.png,5509,"[21.99, 28.29]",智己汽车,135,中大型SUV,纯电动,2024.09,5年或15万公里
奇瑞,瑞虎9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/024eb2afb99a4fb0b5511d4841e0bd93~tplv-resize:640:0.png,5490,"[14.29, 20.99]",奇瑞汽车,136,中型SUV,汽油,2024.09,3年或10万公里
丰田,皇冠陆放,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6a54e46c78d64ba591d90dcaeeef96d7~tplv-resize:640:0.png,5415,"[24.28, 31.78]",一汽丰田,137,中型SUV,油电混合,2024.05,3年或10万公里
坦克,坦克300,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/41b18c8a11a64b838f3104c8d74afeb3~tplv-resize:640:0.png,5397,"[19.98, 33]",长城汽车,138,紧凑型SUV,汽油,2023.08,5年或15万公里
比亚迪,海豹07 DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/187722eca6954a2c8ad049713c64df80~tplv-resize:640:0.png,5387,"[13.48, 19.08]",比亚迪,139,中型车,插电式混合动力,2024.08,6年或15万公里
凯迪拉克,凯迪拉克CT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f28cd404dc954262aad8137173a19ac7~tplv-resize:640:0.png,5306,"[20.97, 27.17]",上汽通用凯迪拉克,140,中型车,汽油,2023.12,3年不限公里
沃尔沃,沃尔沃XC60,https://p3-dcd.byteimg.com/img/motor-mis-img/058f6dd326221149f0f7d23aec62600c~tplv-resize:640:0.png,5265,"[26.29, 31.99]",沃尔沃亚太,141,中型SUV,48V轻混系统,2024.06,3年不限公里
丰田,丰田bZ3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/763462e08f15480e95ea6bfde82ef44c~tplv-resize:640:0.png,5257,"[14.18, 17.18]",一汽丰田,142,中型车,纯电动,2024.01,3年或10万公里
坦克,坦克400 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a007d7b6482c4ae293d94bcb2b39c278~tplv-resize:640:0.png,5216,"[28.58, 28.98]",长城汽车,143,中大型SUV,插电式混合动力,2024.03,5年或15万公里
丰田,雷凌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1b796b228c2e4582beacd3928e0d5ae0~tplv-resize:640:0.png,5093,"[7.38, 10.88]",广汽丰田,144,紧凑型车,汽油,2024.03,3年或10万公里
乐道,乐道L60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/780f784ba2494f0f85f23f277491b9a1~tplv-resize:640:0.png,5082,"[20.69, 25.59]",蔚来,145,中型SUV,纯电动,2024.09,4年或10万公里
大众,探歌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/854d92c324144a8baf7f4a1229768f5e~tplv-resize:640:0.png,5080,"[10.69, 12.79]",一汽-大众,146,紧凑型SUV,汽油,2024.12,3年或10万公里
长安启源,长安启源A07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f57c8505659b455bbc236524ae5dd97b~tplv-resize:640:0.png,5073,"[13.19, 15.59]",长安启源,147,中大型车,增程式,2024.10,3年或15万公里
长安,长安UNI-Z PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b9b0c69241984c2a9a06d1245041668f~tplv-resize:640:0.png,5023,"[11.79, 13.19]",长安汽车,148,紧凑型SUV,插电式混合动力,2024.03,3年或12万公里
广汽传祺,传祺M8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f69a32f710334f3eb3bfb5d1c0b492af~tplv-resize:640:0.png,4909,"[16.98, 33.28]",广汽传祺,149,中大型MPV,汽油,2024.05,3年或10万公里
坦克,坦克500 Hi4-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d1d12a60d3544b438485a8e392d5b40f~tplv-resize:640:0.png,4790,"[33.5, 34.5]",长城汽车,150,中大型SUV,插电式混合动力,2024.10,5年或15万公里
奇瑞新能源,小蚂蚁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/011420ab3a24497c94d94a07114ff802~tplv-resize:640:0.png,4785,"[5.19, 9.2999]",奇瑞新能源,151,微型车,纯电动,2024.10,3年或12万公里
iCAR,iCAR 03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/82dbd5e3acb94713afb3cb4da2dfaa68~tplv-resize:640:0.png,4719,"[10.98, 16.98]",奇瑞新能源,152,紧凑型SUV,纯电动,2024.02,4年或12万公里
大众,高尔夫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0b13aaca751e44cf97b6f19e6a817e3c~tplv-resize:640:0.png,4688,"[12.18, 15.69]",一汽-大众,153,紧凑型车,汽油,2024.11,3年或10万公里
比亚迪,海豹06GT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/672c5e9c36d24ac09e4ad2aaced79d78~tplv-resize:640:0.png,4682,"[13.68, 18.68]",比亚迪,154,中型车,纯电动,2024.10,6年或15万公里
大众,凌渡,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/72aad906601447f59df191ebb8522c58~tplv-resize:640:0.png,4658,"[10.89, 15.59]",上汽大众,155,紧凑型车,汽油,2024.10,3年或10万公里
别克,君越,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3b6804b891b54e719039b9709172bce9~tplv-resize:640:0.png,4603,"[13.49, 19.49]",上汽通用别克,156,中型车,汽油,2024.10,3年或10万公里
雪佛兰,科鲁泽,https://p3-dcd.byteimg.com/img/motor-mis-img/f63e0947469ae2d9cee05bbdc33f514f~tplv-resize:640:0.png,4463,"[5.79, 7.19]",上汽通用雪佛兰,157,紧凑型车,汽油,2023.06,3年或10万公里
ARCFOX极狐,极狐 阿尔法S5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/62b8d4dd26a34ec78aa9741491e89c54~tplv-resize:640:0.png,4459,"[12.9, 18.5]",北汽新能源,158,中型车,纯电动,2024.08,3年12万公里
五菱汽车,五菱星光S PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5ac984fc673e4ca88529850dd9a61aca~tplv-resize:640:0.png,4450,"[9.98, 11.98]",上汽通用五菱,159,紧凑型SUV,插电式混合动力,2024.08,6年或15万公里
小鹏汽车,小鹏G6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/72109b312e44489aafdf2feff20ddcea~tplv-resize:640:0.png,4431,"[17.99, 24.19]",小鹏汽车,160,中型SUV,纯电动,2024.04,5年或12万公里
奥迪,奥迪A3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2440a980eef1436cb95453dd91fbddb3~tplv-resize:640:0.png,4352,"[12.54, 20.99]",一汽奥迪,161,紧凑型车,汽油,2024.11,3年或10万公里
大众,途昂,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/11058259bf244362a9825e01c0c1d177~tplv-resize:640:0.png,4313,"[23.4, 37.4]",上汽大众,162,中大型SUV,汽油,2023.09,3年或10万公里
ARCFOX极狐,极狐 阿尔法T5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67e354e4850c48c4bd343e14d2fac9c5~tplv-resize:640:0.png,4310,"[12.4, 16.8]",北汽新能源,163,中型SUV,纯电动,2024.11,3年或12万公里
欧拉,欧拉好猫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab007f27b81e4ca2b912c9d10a844f21~tplv-resize:640:0.png,4300,"[9.58, 12.58]",长城汽车,164,小型车,纯电动,2024.04,4年或15万公里
极氪,ZEEKR 009,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c5ecf660a7f646869a483fdede95b2a8~tplv-resize:640:0.png,4201,"[43.9, 78.9]",极氪,171,中大型MPV,纯电动,2024.07,4年或10万公里
广汽传祺,传祺M6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f64608b8a07c4434b2bc00a55ecb48b3~tplv-resize:640:0.png,4197,"[10.48, 14.48]",广汽传祺,172,紧凑型MPV,汽油,2024.05,3年或10万公里
本田,英仕派,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/068adb9f4c04421fae8d8a372bc5cf0e~tplv-resize:640:0.png,4152,"[11.88, 16.58]",东风本田,173,中型车,汽油,2024.12,3年或10万公里
蔚来,蔚来ET5T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7c86e84ebc674b73a5bfe003db33ceb0~tplv-resize:640:0.png,4142,"[29.8, 35.6]",蔚来,174,中型车,纯电动,2024.02,3年或12万公里
大众,ID.4 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d16a58d2e5694b7b84ba28604a6421e0~tplv-resize:640:0.png,4108,"[14.99, 22.34]",上汽大众,175,紧凑型SUV,纯电动,2024.07,3年或10万公里
北京,北京BJ40,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a8235032015497c9b815308b121c4ba~tplv-resize:640:0.png,3993,"[13.98, 26.99]",北京汽车,176,紧凑型SUV,汽油,2023.11,5年或15万公里
比亚迪,宋L EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f99d0335414949269df51b88eb01c2ee~tplv-resize:640:0.png,3965,"[17.98, 24.98]",比亚迪,177,中型SUV,纯电动,2024.08,6年或15万公里
凯迪拉克,凯迪拉克XT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a7afef1b740b4f6d9baf0c3d88671967~tplv-resize:640:0.png,3933,"[24.27, 33.59]",上汽通用凯迪拉克,178,中型SUV,48V轻混系统,2024.09,3年不限公里
捷途,捷途大圣,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1eee229af39646499f1cd986e4d3a0a0~tplv-resize:640:0.png,3904,"[7.99, 11.49]",奇瑞汽车,179,紧凑型SUV,汽油,2024.09,4年或10万公里
北京汽车,北京EU5,https://p3-dcd.byteimg.com/img/motor-mis-img/fac9641308c9c3c9b23765bdcbdd6697~tplv-resize:640:0.png,3784,"[12.99, 17.19]",北京汽车,180,紧凑型车,纯电动,2022.09,3年或12万公里
奔驰,奔驰GLB,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05ab32d0a1b6462fa97ed1ecb0b2b183~tplv-resize:640:0.png,3781,"[21.69, 27.29]",北京奔驰,181,紧凑型SUV,汽油,2023.08,3年不限公里
深蓝汽车,深蓝L07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/149288d6e51d457482c6cfd53fc63118~tplv-resize:640:0.png,3752,"[14.69, 16.89]",深蓝汽车,182,中型车,增程式,2024.09,3年或12万公里
长安启源,长安启源Q05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6d8aba34e5be4ed88438323037606eda~tplv-resize:640:0.png,3695,"[9.69, 11.29]",长安启源,183,紧凑型SUV,插电式混合动力,2024.10,3年或12万公里
吉利银河,银河E8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/de6b6d01181f4d3abb49d483614254cc~tplv-resize:640:0.png,3681,"[15.08, 21.38]",吉利银河,184,中大型车,纯电动,2024.04,6年或15万公里
蓝电,蓝电E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a85640b7405f4d3889bc55d63edbd0c8~tplv-resize:640:0.png,3657,"[9.98, 12.18]",赛力斯蓝电汽车,185,中型SUV,插电式混合动力,2024.04,6年或15万公里
捷途,捷途山海T1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/82d7aefe263642ae9dda0f7b93086b56~tplv-resize:640:0.png,3642,"[15.48, 17.48]",奇瑞汽车,186,紧凑型SUV,插电式混合动力,2024.10,4年或10万公里
五菱汽车,五菱星光PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8924355e448749aa9288b46515577d4d~tplv-resize:640:0.png,3641,"[7.98, 10.18]",上汽通用五菱,187,紧凑型车,插电式混合动力,2024.04,6年或15万公里
别克,别克GL8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a62341ab1a274469a97245d03f8a9336~tplv-resize:640:0.png,3618,"[35.99, 41.99]",上汽通用别克,188,中大型MPV,插电式混合动力,2024.04,3年或10万公里
领克,领克06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/abe30ddb85124dd58ed5382a127cccc3~tplv-resize:640:0.png,3613,"[10.06, 11.76]",领克,189,小型SUV,汽油,2024.09,4年或10万公里
长安,长安UNI-Z,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/198c084d691544a78a83359b77ab78b1~tplv-resize:640:0.png,3503,"[9.19, 11.19]",长安汽车,190,紧凑型SUV,汽油,2024.08,3年或10万公里
福特,锐界,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cad5d4e17ca14279b93666d6e3164c3d~tplv-resize:640:0.png,3500,"[19.88, 29.18]",长安福特,191,中型SUV,汽油,2024.11,3年或10万公里
捷途,捷途X90,https://p3-dcd.byteimg.com/img/motor-mis-img/db9398d99c107b4ee74543a8fa39cc8a~tplv-resize:640:0.png,3493,"[12.99, 16.29]",奇瑞汽车,192,中型SUV,汽油,2022.11,4年或10万公里
东风奕派,eπ007,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/800b755e8da547419991b18a5767796c~tplv-resize:640:0.png,3406,"[12.96, 16.96]",东风乘用车,193,中大型车,增程式,2024.08,3年或10万公里
奥迪,奥迪Q3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1c04470ca1254ad18552cabef768699e~tplv-resize:640:0.png,3394,"[17.9, 22.3]",一汽奥迪,194,紧凑型SUV,汽油,2023.08,3年或10万公里
大众,揽巡,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c9d9e77cdf5462a86c515692b23c0e7~tplv-resize:640:0.png,3355,"[20.29, 26.09]",一汽-大众,195,中大型SUV,汽油,2024.06,3年或10万公里
宝马,宝马i3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4aa6ab570c8b4e38abbc48ca9c205e2e~tplv-resize:640:0.png,3286,"[19.89, 25.39]",华晨宝马,196,中型车,纯电动,2024.09,3年或10万公里
星途,星途凌云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/853fdb987a25489ab4c0cfeebfc4c3bf~tplv-resize:640:0.png,3283,"[11.99, 16.99]",星途,197,中型SUV,汽油,2024.07,3年或10万公里
马自达,马自达CX-5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cd0afa2cba3f4fba8cfdac2c4417a60b~tplv-resize:640:0.png,3275,"[11.58, 18.98]",长安马自达,198,紧凑型SUV,汽油,2023.09,3年或10万公里
东风奕派,eπ008,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b48753d8324c46888c9faa124749ac5d~tplv-resize:640:0.png,3200,"[17.86, 19.36]",东风乘用车,199,中大型SUV,增程式,2024.11,3年或10万公里
吉利汽车,吉利ICON,https://p3-dcd.byteimg.com/img/motor-mis-img/1c4d6a1078cf0ab10fec8126528059d4~tplv-resize:640:0.png,3106,"[9.19, 11.39]",吉利汽车,200,小型SUV,汽油,2024.05,4年或10万公里
广汽传祺,传祺GS8,https://p3-dcd.byteimg.com/img/motor-mis-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png,3083,"[15.48, 24.08]",广汽传祺,201,中型SUV,汽油,2024.05,5年或15万公里
别克,别克E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/467fcfbe12a84b179c0d2810183b7ed6~tplv-resize:640:0.png,3039,"[16.19, 17.99]",上汽通用别克,202,中大型SUV,纯电动,2024.02,终身质保(首任非运营车主)
江铃集团新能源,小麒麟,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d13f128f45534d52b3ea09b9214b96b2~tplv-resize:640:0.png,3014,"[4.99, 5.19]",江铃集团新能源,203,微型车,纯电动,2024.09,3年或6万公里
五菱汽车,五菱荣光,https://p9-dcd.byteimg.com/img/motor-mis-img/efe0d84f810fe914c7149c51a6c1658e~tplv-resize:640:0.png,2992,"[4.09, 4.755]",上汽通用五菱,204,微面,汽油,2023.04,3年或6万公里
